Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,Device_Used,Internet_Access,Student_ID
siya,international institute of management sciences,hotel-management,3,bard,3.6,resume writing,5,1,yes,gemini,4,no,laptop,high,1656
diya,maulana abul kalam azad university of technology,law,4,gemini,1.9,resume writing,3,3,yes,gemini,2,yes,laptop,high,1657
diya,maulana abul kalam azad university of technology,law,4,gemini,1.9,learning new topics,3,3,yes,gemini,2,yes,laptop,high,1657
myra,a.v. college of arts science and commerce,arts,3,gemini,3.1,doubt solving,4,2,no,claude,7,no,laptop,poor,1658
myra,a.v. college of arts science and commerce,arts,3,gemini,3.1,learning new topics,4,2,no,claude,7,no,laptop,poor,1658
aadhya,national institute of technology,science,3,claude,0.6,mcq practice,1,0,yes,copilot,9,yes,laptop,poor,1659
aadhya,national institute of technology,science,3,claude,0.6,content writing,1,0,yes,copilot,9,yes,laptop,poor,1659
riya,sri guru gobind singh college,arts,1,chatgpt,0.8,doubt solving,2,0,yes,other,6,no,laptop,medium,1660
pari,"government arts college (autonomous), coimbatore",science,3,gemini,3.7,doubt solving,3,-5,no,copilot,6,no,laptop,high,1661
anika,asia pacific institute of management,agriculture,1,claude,3.4,projects,2,-2,yes,claude,4,no,tablet,high,1662
ira,shri rawatpura sarkar university,hotel-management,3,chatgpt,1.9,projects,4,-2,no,claude,9,yes,laptop,medium,1663
meera,"rungta group of institutions raipur campus, raipur",commerce,2,copilot,4.7,exam prep,3,0,yes,claude,7,yes,tablet,high,1664
saanvi,north-eastern hill university,arts,3,copilot,3.1,assignments,3,4,no,claude,4,yes,mobile,medium,1665
saanvi,north-eastern hill university,arts,3,copilot,3.1,resume writing,3,4,no,claude,4,yes,mobile,medium,1665
saanvi,north-eastern hill university,arts,3,copilot,3.1,coding help,3,4,no,claude,4,yes,mobile,medium,1665
navya,bangalore medical college and research institute,medical,4,gemini,2.6,exam prep,1,-3,yes,other,9,yes,mobile,high,1666
navya,bangalore medical college and research institute,medical,4,gemini,2.6,content writing,1,-3,yes,other,9,yes,mobile,high,1666
aarohi,adarsh institute of management and information technology,management,4,chatgpt,1.3,projects,3,-2,yes,copilot,9,no,laptop,medium,1667
prisha,"adamas university, kolkata",engineering,3,bard,0.5,projects,2,-4,yes,bard,7,no,tablet,high,1668
prisha,"adamas university, kolkata",engineering,3,bard,0.5,doubt solving,2,-4,yes,bard,7,no,tablet,high,1668
ishita,dit university,pharmacy,4,gemini,1.1,content writing,4,5,no,gemini,10,yes,tablet,poor,1669
rakhi,"spc education center, jaipur",arts,4,copilot,1.4,exam prep,1,1,yes,bard,6,no,laptop,poor,1670
ramya,"vidyasthali law college, jaipur",law,1,other,0.9,exam prep,3,1,yes,claude,4,no,tablet,poor,1671
ramya,"vidyasthali law college, jaipur",law,1,other,0.9,learning new topics,3,1,yes,claude,4,no,tablet,poor,1671
ramya,"vidyasthali law college, jaipur",law,1,other,0.9,doubt solving,3,1,yes,claude,4,no,tablet,poor,1671
sneha,"university institute of technology, rajiv gandhi proudyogiki",engineering,4,claude,2.2,resume writing,1,-2,yes,copilot,9,yes,tablet,high,1672
sneha,"university institute of technology, rajiv gandhi proudyogiki",engineering,4,claude,2.2,coding help,1,-2,yes,copilot,9,yes,tablet,high,1672
sneha,"university institute of technology, rajiv gandhi proudyogiki",engineering,4,claude,2.2,mcq practice,1,-2,yes,copilot,9,yes,tablet,high,1672
divya,sikkim manipal institute of technology,management,2,claude,2.4,coding help,1,3,no,claude,8,no,laptop,poor,1673
divya,sikkim manipal institute of technology,management,2,claude,2.4,learning new topics,1,3,no,claude,8,no,laptop,poor,1673
divya,sikkim manipal institute of technology,management,2,claude,2.4,assignments,1,3,no,claude,8,no,laptop,poor,1673
neha,rajiv gandhi government polytechnic,hotel-management,1,claude,0.6,exam prep,4,-2,no,chatgpt,1,no,mobile,medium,1674
neha,rajiv gandhi government polytechnic,hotel-management,1,claude,0.6,projects,4,-2,no,chatgpt,1,no,mobile,medium,1674
neha,rajiv gandhi government polytechnic,hotel-management,1,claude,0.6,resume writing,4,-2,no,chatgpt,1,no,mobile,medium,1674
pooja,icar-central coastal agricultural research institute,agriculture,2,copilot,3.5,exam prep,1,-4,yes,other,8,no,laptop,poor,1675
pooja,icar-central coastal agricultural research institute,agriculture,2,copilot,3.5,doubt solving,1,-4,yes,other,8,no,laptop,poor,1675
kavya,"dnyanprassarak mandal's college of arts science commerce management studies & technology, bardez",commerce,2,gemini,4.3,coding help,1,3,no,gemini,2,yes,tablet,medium,1676
kavya,"dnyanprassarak mandal's college of arts science commerce management studies & technology, bardez",commerce,2,gemini,4.3,resume writing,1,3,no,gemini,2,yes,tablet,medium,1676
kavya,"dnyanprassarak mandal's college of arts science commerce management studies & technology, bardez",commerce,2,gemini,4.3,exam prep,1,3,no,gemini,2,yes,tablet,medium,1676
aishwarya,baba ghulam shah badshah university,management,2,claude,2.1,assignments,5,-2,no,other,1,yes,laptop,poor,1677
shreya,"subbalakshmi lakshmipathy college of science, madurai",hotel-management,3,claude,0.7,assignments,4,-2,yes,copilot,4,yes,mobile,medium,1678
nandini,bakhtiyarpur college of engineering,engineering,4,chatgpt,5.0,mcq practice,2,-4,yes,other,3,yes,laptop,high,1679
nandini,bakhtiyarpur college of engineering,engineering,4,chatgpt,5.0,coding help,2,-4,yes,other,3,yes,laptop,high,1679
aarav,"adoni arts and science college, adoni",arts,1,copilot,2.0,mcq practice,4,1,yes,gemini,4,yes,laptop,high,1680
aarav,"adoni arts and science college, adoni",arts,1,copilot,2.0,doubt solving,4,1,yes,gemini,4,yes,laptop,high,1680
aarav,"adoni arts and science college, adoni",arts,1,copilot,2.0,content writing,4,1,yes,gemini,4,yes,laptop,high,1680
vivaan,bfit group of institutions,arts,2,chatgpt,2.3,assignments,2,2,yes,chatgpt,5,yes,mobile,medium,1681
vivaan,bfit group of institutions,arts,2,chatgpt,2.3,projects,2,2,yes,chatgpt,5,yes,mobile,medium,1681
aditya,sardarkrushinagar dantiwada agricultural university,agriculture,2,claude,1.9,exam prep,5,4,yes,copilot,2,no,tablet,high,1682
aditya,sardarkrushinagar dantiwada agricultural university,agriculture,2,claude,1.9,coding help,5,4,yes,copilot,2,no,tablet,high,1682
aditya,sardarkrushinagar dantiwada agricultural university,agriculture,2,claude,1.9,learning new topics,5,4,yes,copilot,2,no,tablet,high,1682
vihaan,"anurag university, hyderabad",science,4,other,4.7,resume writing,3,5,no,chatgpt,6,yes,tablet,poor,1683
vihaan,"anurag university, hyderabad",science,4,other,4.7,learning new topics,3,5,no,chatgpt,6,yes,tablet,poor,1683
vihaan,"anurag university, hyderabad",science,4,other,4.7,coding help,3,5,no,chatgpt,6,yes,tablet,poor,1683
arjun,"k.l.e. society's s.a. manvi law college, gadag",law,4,claude,2.8,mcq practice,1,4,yes,copilot,4,yes,mobile,poor,1684
arjun,"k.l.e. society's s.a. manvi law college, gadag",law,4,claude,2.8,assignments,1,4,yes,copilot,4,yes,mobile,poor,1684
arjun,"k.l.e. society's s.a. manvi law college, gadag",law,4,claude,2.8,coding help,1,4,yes,copilot,4,yes,mobile,poor,1684
sai,delhi college of arts and commerce,arts,1,chatgpt,1.1,content writing,2,1,yes,other,1,yes,tablet,high,1685
sai,delhi college of arts and commerce,arts,1,chatgpt,1.1,mcq practice,2,1,yes,other,1,yes,tablet,high,1685
reyansh,state institute of hospitality management,management,4,other,4.4,content writing,3,5,yes,bard,7,yes,mobile,high,1686
ayaan,maulana azad national institute of technology,engineering,3,copilot,1.6,assignments,2,4,no,bard,6,no,laptop,poor,1687
ayaan,maulana azad national institute of technology,engineering,3,copilot,1.6,mcq practice,2,4,no,bard,6,no,laptop,poor,1687
ayaan,maulana azad national institute of technology,engineering,3,copilot,1.6,projects,2,4,no,bard,6,no,laptop,poor,1687
krishna,ganpat university,law,1,chatgpt,4.4,mcq practice,1,5,yes,gemini,3,yes,mobile,high,1688
ishaan,"gla university, mathura",pharmacy,2,gemini,2.8,exam prep,2,-2,yes,claude,3,no,laptop,medium,1689
ishaan,"gla university, mathura",pharmacy,2,gemini,2.8,content writing,2,-2,yes,claude,3,no,laptop,medium,1689
rudra,amritsar group of colleges,pharmacy,4,other,1.4,coding help,4,1,yes,claude,8,no,tablet,high,1690
rudra,amritsar group of colleges,pharmacy,4,other,1.4,learning new topics,4,1,yes,claude,8,no,tablet,high,1690
dhruv,"shyam university, dausa",pharmacy,4,gemini,4.2,assignments,4,-4,no,bard,9,no,tablet,poor,1691
dhruv,"shyam university, dausa",pharmacy,4,gemini,4.2,projects,4,-4,no,bard,9,no,tablet,poor,1691
kabir,"nshm knowledge campus, durgapur",hotel-management,2,copilot,2.2,exam prep,4,3,no,chatgpt,6,yes,tablet,poor,1692
kabir,"nshm knowledge campus, durgapur",hotel-management,2,copilot,2.2,content writing,4,3,no,chatgpt,6,yes,tablet,poor,1692
atharv,orissa university of agriculture and technology,agriculture,2,gemini,4.6,assignments,5,0,no,claude,7,yes,tablet,high,1693
om,"sgt university, gurgaon",agriculture,4,claude,1.9,coding help,1,1,yes,gemini,7,no,tablet,medium,1694
om,"sgt university, gurgaon",agriculture,4,claude,1.9,projects,1,1,yes,gemini,7,no,tablet,medium,1694
om,"sgt university, gurgaon",agriculture,4,claude,1.9,assignments,1,1,yes,gemini,7,no,tablet,medium,1694
anaya,chandigarh group of colleges,hotel-management,4,other,3.6,assignments,2,-2,no,chatgpt,6,no,tablet,poor,1695
anaya,chandigarh group of colleges,hotel-management,4,other,3.6,projects,2,-2,no,chatgpt,6,no,tablet,poor,1695
anaya,chandigarh group of colleges,hotel-management,4,other,3.6,mcq practice,2,-2,no,chatgpt,6,no,tablet,poor,1695
siya,"pg government college for girls, chandigarh",pharmacy,2,copilot,3.2,resume writing,5,4,yes,chatgpt,2,yes,tablet,poor,1696
siya,"pg government college for girls, chandigarh",pharmacy,2,copilot,3.2,content writing,5,4,yes,chatgpt,2,yes,tablet,poor,1696
siya,"pg government college for girls, chandigarh",pharmacy,2,copilot,3.2,coding help,5,4,yes,chatgpt,2,yes,tablet,poor,1696
diya,"nit trichy, tiruchirappalli",engineering,4,claude,3.7,doubt solving,2,1,yes,claude,5,no,tablet,poor,1697
myra,rj school of management studies,commerce,4,bard,1.9,coding help,5,0,yes,copilot,4,yes,tablet,medium,1698
myra,rj school of management studies,commerce,4,bard,1.9,doubt solving,5,0,yes,copilot,4,yes,tablet,medium,1698
aadhya,royal global university,commerce,1,gemini,4.2,coding help,1,1,no,other,5,yes,mobile,poor,1699
riya,"p.p. savani university, surat",commerce,3,gemini,3.7,exam prep,2,3,yes,claude,10,yes,mobile,high,1700
pari,"indira gandhi technological and medical sciences university, ziro",law,1,other,1.3,content writing,4,2,yes,other,3,yes,laptop,medium,1701
anika,the global open university,agriculture,4,chatgpt,1.7,assignments,4,2,yes,chatgpt,1,no,mobile,high,1702
anika,the global open university,agriculture,4,chatgpt,1.7,mcq practice,4,2,yes,chatgpt,1,no,mobile,high,1702
ira,institute of management studies,management,1,chatgpt,1.4,projects,5,3,no,claude,8,yes,tablet,medium,1703
meera,v.m. salgaocar institute of international hospitality education,science,3,copilot,3.6,learning new topics,3,5,no,claude,10,yes,laptop,medium,1704
meera,v.m. salgaocar institute of international hospitality education,science,3,copilot,3.6,mcq practice,3,5,no,claude,10,yes,laptop,medium,1704
saanvi,"college of commerce, arts & science, patna",commerce,1,chatgpt,2.6,projects,5,-4,no,other,4,yes,laptop,high,1705
saanvi,"college of commerce, arts & science, patna",commerce,1,chatgpt,2.6,resume writing,5,-4,no,other,4,yes,laptop,high,1705
saanvi,"college of commerce, arts & science, patna",commerce,1,chatgpt,2.6,assignments,5,-4,no,other,4,yes,laptop,high,1705
navya,seth gs medical college,medical,4,bard,2.4,assignments,3,-5,no,chatgpt,6,no,mobile,medium,1706
aarohi,"vit bhopal university, bhopal",engineering,4,claude,3.8,learning new topics,4,2,yes,other,7,yes,tablet,medium,1707
prisha,birla institute of technology and science,science,2,bard,4.4,doubt solving,4,-4,no,other,9,no,mobile,poor,1708
prisha,birla institute of technology and science,science,2,bard,4.4,assignments,4,-4,no,other,9,no,mobile,poor,1708
prisha,birla institute of technology and science,science,2,bard,4.4,coding help,4,-4,no,other,9,no,mobile,poor,1708
ishita,"opjs university, churu",medical,1,claude,3.5,mcq practice,2,-3,yes,chatgpt,7,yes,mobile,poor,1709
rakhi,indian institute of technology,science,4,copilot,1.5,exam prep,2,3,no,chatgpt,6,yes,tablet,medium,1710
rakhi,indian institute of technology,science,4,copilot,1.5,coding help,2,3,no,chatgpt,6,yes,tablet,medium,1710
ramya,government degree college (men),medical,1,other,2.0,projects,2,-2,no,chatgpt,5,no,mobile,poor,1711
ramya,government degree college (men),medical,1,other,2.0,doubt solving,2,-2,no,chatgpt,5,no,mobile,poor,1711
ramya,government degree college (men),medical,1,other,2.0,exam prep,2,-2,no,chatgpt,5,no,mobile,poor,1711
sneha,"kushabhau thakre patrakarita avam jansanchar vishwavidyalaya, raipur",science,3,other,3.2,coding help,5,0,yes,copilot,7,no,laptop,poor,1712
divya,sardar patel university,pharmacy,2,claude,4.9,learning new topics,5,5,yes,chatgpt,7,no,tablet,medium,1713
divya,sardar patel university,pharmacy,2,claude,4.9,resume writing,5,5,yes,chatgpt,7,no,tablet,medium,1713
neha,national research centre for citrus,agriculture,3,gemini,4.2,mcq practice,4,-3,no,gemini,1,yes,laptop,medium,1714
neha,national research centre for citrus,agriculture,3,gemini,4.2,exam prep,4,-3,no,gemini,1,yes,laptop,medium,1714
pooja,"saveetha dental college & hospital, chennai",medical,1,copilot,5.0,exam prep,3,1,yes,copilot,3,yes,tablet,medium,1715
pooja,"saveetha dental college & hospital, chennai",medical,1,copilot,5.0,mcq practice,3,1,yes,copilot,3,yes,tablet,medium,1715
pooja,"saveetha dental college & hospital, chennai",medical,1,copilot,5.0,doubt solving,3,1,yes,copilot,3,yes,tablet,medium,1715
kavya,"saint claret college, ziro",commerce,1,gemini,4.4,projects,2,-5,no,copilot,7,no,laptop,poor,1716
kavya,"saint claret college, ziro",commerce,1,gemini,4.4,content writing,2,-5,no,copilot,7,no,laptop,poor,1716
kavya,"saint claret college, ziro",commerce,1,gemini,4.4,doubt solving,2,-5,no,copilot,7,no,laptop,poor,1716
aishwarya,siddartha educational academy group of institutions,law,4,chatgpt,2.9,content writing,5,1,yes,gemini,6,no,tablet,poor,1717
aishwarya,siddartha educational academy group of institutions,law,4,chatgpt,2.9,mcq practice,5,1,yes,gemini,6,no,tablet,poor,1717
shreya,rai university,agriculture,4,other,1.2,exam prep,4,-1,yes,gemini,4,no,tablet,poor,1718
nandini,bhargava degree college,arts,1,copilot,3.8,coding help,4,5,yes,chatgpt,2,yes,laptop,medium,1719
nandini,bhargava degree college,arts,1,copilot,3.8,resume writing,4,5,yes,chatgpt,2,yes,laptop,medium,1719
nandini,bhargava degree college,arts,1,copilot,3.8,mcq practice,4,5,yes,chatgpt,2,yes,laptop,medium,1719
aarav,"parvatibai chowgule college of arts and science, salcete",science,1,chatgpt,4.9,learning new topics,4,-2,yes,chatgpt,4,no,laptop,poor,1720
aarav,"parvatibai chowgule college of arts and science, salcete",science,1,chatgpt,4.9,projects,4,-2,yes,chatgpt,4,no,laptop,poor,1720
aarav,"parvatibai chowgule college of arts and science, salcete",science,1,chatgpt,4.9,coding help,4,-2,yes,chatgpt,4,no,laptop,poor,1720
vivaan,holy cross college of management and technology,law,2,other,3.9,coding help,4,-1,no,copilot,1,yes,mobile,poor,1721
vivaan,holy cross college of management and technology,law,2,other,3.9,exam prep,4,-1,no,copilot,1,yes,mobile,poor,1721
vivaan,holy cross college of management and technology,law,2,other,3.9,projects,4,-1,no,copilot,1,yes,mobile,poor,1721
aditya,graphic era university,management,1,claude,3.4,mcq practice,5,4,no,copilot,2,no,laptop,medium,1722
aditya,graphic era university,management,1,claude,3.4,assignments,5,4,no,copilot,2,no,laptop,medium,1722
aditya,graphic era university,management,1,claude,3.4,content writing,5,4,no,copilot,2,no,laptop,medium,1722
vihaan,"itm business school, chennai",management,4,copilot,3.1,learning new topics,1,3,yes,claude,1,yes,tablet,medium,1723
arjun,pt. ravishankar shukla university,commerce,4,chatgpt,2.8,doubt solving,2,5,yes,gemini,10,no,mobile,high,1724
arjun,pt. ravishankar shukla university,commerce,4,chatgpt,2.8,coding help,2,5,yes,gemini,10,no,mobile,high,1724
arjun,pt. ravishankar shukla university,commerce,4,chatgpt,2.8,projects,2,5,yes,gemini,10,no,mobile,high,1724
sai,walchand college of engineering,engineering,4,copilot,1.1,mcq practice,2,-4,no,chatgpt,2,yes,tablet,medium,1725
reyansh,"acharya shri chander college of medical sciences,",medical,3,bard,1.3,assignments,1,3,no,other,9,yes,mobile,medium,1726
reyansh,"acharya shri chander college of medical sciences,",medical,3,bard,1.3,mcq practice,1,3,no,other,9,yes,mobile,medium,1726
reyansh,"acharya shri chander college of medical sciences,",medical,3,bard,1.3,resume writing,1,3,no,other,9,yes,mobile,medium,1726
ayaan,iec university baddi,engineering,4,other,1.9,doubt solving,1,5,yes,gemini,1,no,mobile,medium,1727
ayaan,iec university baddi,engineering,4,other,1.9,mcq practice,1,5,yes,gemini,1,no,mobile,medium,1727
krishna,"andhra university, college of pharmaceutical sciences, visakhapatnam",pharmacy,2,gemini,3.2,learning new topics,3,-3,no,chatgpt,9,yes,laptop,high,1728
ishaan,"st anthony's college, shillong",management,2,claude,2.6,projects,5,-2,yes,other,5,yes,tablet,medium,1729
ishaan,"st anthony's college, shillong",management,2,claude,2.6,resume writing,5,-2,yes,other,5,yes,tablet,medium,1729
